time,uninfected,infected_Gv,infected_exo_Vp,infected_endo_Vp,infected_Gv_Vp,infected_endo_Vp_Gv,infected_endo_exo_Vp,infected_Gv_endo_exo_Vp,cells,viruses,virophages
1,1024,0,0,0,0,0,0,0,1024,512,2048
2,1024,0,0,0,0,0,0,0,1024,512,2048
3,1024,0,0,0,0,0,0,0,1024,512,2048
4,1024,0,0,0,0,0,0,0,1024,512,2048
5,1024,0,0,0,0,0,0,0,1024,512,2048
6,1024,0,0,0,0,0,0,0,1024,512,2048
7,1024,0,0,0,0,0,0,0,1024,512,2048
8,1025,0,0,0,0,0,0,0,1025,512,2048
9,1025,0,0,0,0,0,0,0,1025,512,2048
10,1025,0,0,0,0,0,0,0,1025,512,2048
11,1027,0,0,0,0,0,0,0,1027,512,2048
12,1028,0,0,0,0,0,0,0,1028,512,2048
13,1028,0,0,0,0,0,0,0,1028,512,2048
14,1028,0,0,0,0,0,0,0,1028,512,2048
15,1028,0,0,0,0,0,0,0,1028,512,2048
16,1028,0,0,0,0,0,0,0,1028,512,2048
17,1028,0,0,0,0,0,0,0,1028,512,2048
18,1030,0,0,0,0,0,0,0,1030,512,2048
19,1030,0,0,0,0,0,0,0,1030,512,2048
20,1030,0,0,0,0,0,0,0,1030,512,2048
21,1031,0,0,0,0,0,0,0,1031,512,2048
22,1033,0,0,0,0,0,0,0,1033,512,2048
23,1034,0,0,0,0,0,0,0,1034,512,2048
24,1034,0,0,0,0,0,0,0,1034,512,2047
25,1034,0,0,0,0,0,0,0,1034,512,2047
26,1034,0,0,0,0,0,0,0,1034,512,2047
27,1034,0,0,0,0,0,0,0,1034,512,2047
28,1034,0,0,0,0,0,0,0,1034,512,2047
29,1034,0,0,0,0,0,0,0,1034,512,2047
30,1035,0,0,0,0,0,0,0,1035,512,2047
31,1035,0,0,0,0,0,0,0,1035,512,2047
32,1035,0,0,0,0,0,0,0,1035,512,2047
33,1035,0,0,0,0,0,0,0,1035,512,2047
34,1035,0,0,0,0,0,0,0,1035,512,2047
35,1035,0,0,0,0,0,0,0,1035,512,2047
36,1035,0,0,0,0,0,0,0,1035,512,2047
37,1036,0,0,0,0,0,0,0,1036,512,2047
38,1036,0,0,0,0,0,0,0,1036,512,2047
39,1037,0,0,0,0,0,0,0,1037,512,2047
40,1037,0,0,0,0,0,0,0,1037,512,2047
41,1037,0,0,0,0,0,0,0,1037,512,2047
42,1037,0,0,0,0,0,0,0,1037,512,2047
43,1037,0,0,0,0,0,0,0,1037,512,2047
44,1038,0,0,0,0,0,0,0,1038,512,2047
45,1039,0,0,0,0,0,0,0,1039,512,2047
46,1039,0,0,0,0,0,0,0,1039,512,2047
47,1039,0,0,0,0,0,0,0,1039,512,2047
48,1039,0,0,0,0,0,0,0,1039,512,2047
49,1039,0,0,0,0,0,0,0,1039,512,2047
50,1039,1,0,0,0,0,0,0,1040,511,2047
51,1039,1,0,0,0,0,0,0,1040,511,2047
52,1039,1,0,0,0,0,0,0,1040,511,2047
53,1039,1,0,0,0,0,0,0,1040,511,2047
54,1040,1,0,0,0,0,0,0,1041,511,2047
55,1040,1,0,0,0,0,0,0,1041,511,2047
56,1041,1,0,0,0,0,0,0,1042,511,2047
57,1041,1,0,0,0,0,0,0,1042,511,2047
58,1041,1,0,0,0,0,0,0,1042,511,2047
59,1041,1,0,0,0,0,0,0,1042,511,2047
60,1041,1,0,0,0,0,0,0,1042,511,2047
61,1041,1,0,0,0,0,0,0,1042,511,2047
62,1042,1,0,0,0,0,0,0,1043,511,2047
63,1042,1,0,0,0,0,0,0,1043,511,2047
64,1042,1,0,0,0,0,0,0,1043,511,2047
65,1042,1,0,0,0,0,0,0,1043,511,2047
66,1042,1,0,0,0,0,0,0,1043,511,2047
67,1042,1,0,0,0,0,0,0,1043,511,2047
68,1042,1,0,0,0,0,0,0,1043,511,2047
69,1042,1,0,0,0,0,0,0,1043,511,2047
70,1042,0,0,0,0,0,0,0,1042,611,2047
71,1042,0,0,0,0,0,0,0,1042,611,2047
72,1041,1,0,0,0,0,0,0,1042,601,2047
73,1040,2,0,0,0,0,0,0,1042,599,2047
74,1038,4,0,0,0,0,0,0,1042,592,2047
75,1037,5,0,0,0,0,0,0,1042,588,2047
76,1038,5,0,0,0,0,0,0,1043,581,2047
77,1037,6,0,0,0,0,0,0,1043,580,2047
78,1037,6,0,0,0,0,0,0,1043,577,2047
79,1038,6,0,0,0,0,0,0,1044,575,2047
80,1038,6,0,0,0,0,0,0,1044,573,2047
81,1038,6,0,0,0,0,0,0,1044,569,2047
82,1038,6,0,0,0,0,0,0,1044,568,2047
83,1038,6,0,0,0,0,0,0,1044,565,2047
84,1037,7,0,0,0,0,0,0,1044,562,2047
85,1037,7,0,0,0,0,0,0,1044,561,2047
86,1037,7,0,0,0,0,0,0,1044,561,2047
87,1038,7,0,0,0,0,0,0,1045,559,2047
88,1038,7,0,0,0,0,0,0,1045,557,2047
89,1039,7,0,0,0,0,0,0,1046,557,2047
90,1039,7,0,0,0,0,0,0,1046,556,2047
91,1039,7,0,0,0,0,0,0,1046,556,2047
92,1038,6,1,0,0,0,0,0,1045,655,2046
93,1039,5,1,0,0,0,0,0,1045,753,2046
94,1037,5,1,0,0,0,0,0,1043,897,2046
95,1036,5,1,0,0,0,0,0,1042,972,2046
