0.0001,1e-05,2
5e-05,1e-05,2
1e-05,1e-05,2
5e-06,1e-05,2
1e-06,1e-05,2
5e-07,1e-05,2
1e-07,1e-05,1
5e-08,1e-05,1
1e-08,1e-05,1
5e-09,1e-05,1
1e-09,1e-05,1
5e-10,1e-05,1
1e-10,1e-05,1
5e-11,1e-05,1
1e-11,1e-05,1
5e-12,1e-05,1
1e-12,1e-05,1
5e-13,1e-05,1
1e-13,1e-05,1
5e-14,1e-05,1
1e-14,1e-05,1
5e-15,1e-05,1
1e-15,1e-05,1
5e-16,1e-05,1
1e-16,1e-05,1
0.0001,1.1233e-05,2
5e-05,1.1233e-05,2
1e-05,1.1233e-05,2
5e-06,1.1233e-05,2
1e-06,1.1233e-05,2
5e-07,1.1233e-05,2
1e-07,1.1233e-05,1
5e-08,1.1233e-05,1
1e-08,1.1233e-05,1
5e-09,1.1233e-05,1
1e-09,1.1233e-05,1
5e-10,1.1233e-05,1
1e-10,1.1233e-05,1
5e-11,1.1233e-05,1
1e-11,1.1233e-05,1
5e-12,1.1233e-05,1
1e-12,1.1233e-05,1
5e-13,1.1233e-05,1
1e-13,1.1233e-05,1
5e-14,1.1233e-05,1
1e-14,1.1233e-05,1
5e-15,1.1233e-05,1
1e-15,1.1233e-05,1
5e-16,1.1233e-05,1
1e-16,1.1233e-05,1
0.0001,1.2619e-05,2
5e-05,1.2619e-05,2
1e-05,1.2619e-05,2
5e-06,1.2619e-05,2
1e-06,1.2619e-05,2
5e-07,1.2619e-05,2
1e-07,1.2619e-05,1
5e-08,1.2619e-05,1
1e-08,1.2619e-05,1
5e-09,1.2619e-05,1
1e-09,1.2619e-05,1
5e-10,1.2619e-05,1
1e-10,1.2619e-05,1
5e-11,1.2619e-05,1
1e-11,1.2619e-05,1
5e-12,1.2619e-05,1
1e-12,1.2619e-05,1
5e-13,1.2619e-05,1
1e-13,1.2619e-05,1
5e-14,1.2619e-05,1
1e-14,1.2619e-05,1
5e-15,1.2619e-05,1
1e-15,1.2619e-05,1
5e-16,1.2619e-05,1
1e-16,1.2619e-05,1
0.0001,1.4175e-05,2
5e-05,1.4175e-05,2
1e-05,1.4175e-05,2
5e-06,1.4175e-05,2
1e-06,1.4175e-05,2
5e-07,1.4175e-05,2
1e-07,1.4175e-05,1
5e-08,1.4175e-05,1
1e-08,1.4175e-05,1
5e-09,1.4175e-05,1
1e-09,1.4175e-05,1
5e-10,1.4175e-05,1
1e-10,1.4175e-05,1
5e-11,1.4175e-05,1
1e-11,1.4175e-05,1
5e-12,1.4175e-05,1
1e-12,1.4175e-05,1
5e-13,1.4175e-05,1
1e-13,1.4175e-05,1
5e-14,1.4175e-05,1
1e-14,1.4175e-05,1
5e-15,1.4175e-05,1
1e-15,1.4175e-05,1
5e-16,1.4175e-05,1
1e-16,1.4175e-05,1
0.0001,1.5923e-05,2
5e-05,1.5923e-05,2
1e-05,1.5923e-05,2
5e-06,1.5923e-05,2
1e-06,1.5923e-05,2
5e-07,1.5923e-05,2
1e-07,1.5923e-05,1
5e-08,1.5923e-05,1
1e-08,1.5923e-05,1
5e-09,1.5923e-05,1
1e-09,1.5923e-05,1
5e-10,1.5923e-05,1
1e-10,1.5923e-05,1
5e-11,1.5923e-05,1
1e-11,1.5923e-05,1
5e-12,1.5923e-05,1
1e-12,1.5923e-05,1
5e-13,1.5923e-05,1
1e-13,1.5923e-05,1
5e-14,1.5923e-05,1
1e-14,1.5923e-05,1
5e-15,1.5923e-05,1
1e-15,1.5923e-05,1
5e-16,1.5923e-05,1
1e-16,1.5923e-05,1
0.0001,1.7886e-05,2
5e-05,1.7886e-05,2
1e-05,1.7886e-05,2
5e-06,1.7886e-05,2
1e-06,1.7886e-05,2
5e-07,1.7886e-05,2
1e-07,1.7886e-05,1
5e-08,1.7886e-05,1
1e-08,1.7886e-05,1
5e-09,1.7886e-05,1
1e-09,1.7886e-05,1
5e-10,1.7886e-05,1
1e-10,1.7886e-05,1
5e-11,1.7886e-05,1
1e-11,1.7886e-05,1
5e-12,1.7886e-05,1
1e-12,1.7886e-05,1
5e-13,1.7886e-05,1
1e-13,1.7886e-05,1
5e-14,1.7886e-05,1
1e-14,1.7886e-05,1
5e-15,1.7886e-05,1
1e-15,1.7886e-05,1
5e-16,1.7886e-05,1
1e-16,1.7886e-05,1
0.0001,2.0092e-05,2
5e-05,2.0092e-05,2
1e-05,2.0092e-05,2
5e-06,2.0092e-05,2
1e-06,2.0092e-05,2
5e-07,2.0092e-05,2
1e-07,2.0092e-05,1
5e-08,2.0092e-05,1
1e-08,2.0092e-05,1
5e-09,2.0092e-05,1
1e-09,2.0092e-05,1
5e-10,2.0092e-05,1
1e-10,2.0092e-05,1
5e-11,2.0092e-05,1
1e-11,2.0092e-05,1
5e-12,2.0092e-05,1
1e-12,2.0092e-05,1
5e-13,2.0092e-05,1
1e-13,2.0092e-05,1
5e-14,2.0092e-05,1
1e-14,2.0092e-05,1
5e-15,2.0092e-05,1
1e-15,2.0092e-05,1
5e-16,2.0092e-05,1
1e-16,2.0092e-05,1
0.0001,2.257e-05,2
5e-05,2.257e-05,2
1e-05,2.257e-05,2
5e-06,2.257e-05,2
1e-06,2.257e-05,2
5e-07,2.257e-05,2
1e-07,2.257e-05,1
5e-08,2.257e-05,1
1e-08,2.257e-05,1
5e-09,2.257e-05,1
1e-09,2.257e-05,1
5e-10,2.257e-05,1
1e-10,2.257e-05,1
5e-11,2.257e-05,1
1e-11,2.257e-05,1
5e-12,2.257e-05,1
1e-12,2.257e-05,1
5e-13,2.257e-05,1
1e-13,2.257e-05,1
5e-14,2.257e-05,1
1e-14,2.257e-05,1
5e-15,2.257e-05,1
1e-15,2.257e-05,1
5e-16,2.257e-05,1
1e-16,2.257e-05,1
0.0001,2.5354e-05,2
5e-05,2.5354e-05,2
1e-05,2.5354e-05,2
5e-06,2.5354e-05,2
1e-06,2.5354e-05,2
5e-07,2.5354e-05,2
1e-07,2.5354e-05,1
5e-08,2.5354e-05,1
1e-08,2.5354e-05,1
5e-09,2.5354e-05,1
1e-09,2.5354e-05,1
5e-10,2.5354e-05,1
1e-10,2.5354e-05,1
5e-11,2.5354e-05,1
1e-11,2.5354e-05,1
5e-12,2.5354e-05,1
1e-12,2.5354e-05,1
5e-13,2.5354e-05,1
1e-13,2.5354e-05,1
5e-14,2.5354e-05,1
1e-14,2.5354e-05,1
5e-15,2.5354e-05,1
1e-15,2.5354e-05,1
5e-16,2.5354e-05,1
1e-16,2.5354e-05,1
0.0001,2.848e-05,2
5e-05,2.848e-05,2
1e-05,2.848e-05,2
5e-06,2.848e-05,2
1e-06,2.848e-05,2
5e-07,2.848e-05,2
1e-07,2.848e-05,1
5e-08,2.848e-05,1
1e-08,2.848e-05,1
5e-09,2.848e-05,1
1e-09,2.848e-05,1
5e-10,2.848e-05,1
1e-10,2.848e-05,1
5e-11,2.848e-05,1
1e-11,2.848e-05,1
5e-12,2.848e-05,1
1e-12,2.848e-05,1
5e-13,2.848e-05,1
1e-13,2.848e-05,1
5e-14,2.848e-05,1
1e-14,2.848e-05,1
5e-15,2.848e-05,1
1e-15,2.848e-05,1
5e-16,2.848e-05,1
1e-16,2.848e-05,1
0.0001,3.1993e-05,2
5e-05,3.1993e-05,2
1e-05,3.1993e-05,2
5e-06,3.1993e-05,2
1e-06,3.1993e-05,2
5e-07,3.1993e-05,2
1e-07,3.1993e-05,1
5e-08,3.1993e-05,1
1e-08,3.1993e-05,1
5e-09,3.1993e-05,1
1e-09,3.1993e-05,1
5e-10,3.1993e-05,1
1e-10,3.1993e-05,1
5e-11,3.1993e-05,1
1e-11,3.1993e-05,1
5e-12,3.1993e-05,1
1e-12,3.1993e-05,1
5e-13,3.1993e-05,1
1e-13,3.1993e-05,1
5e-14,3.1993e-05,1
1e-14,3.1993e-05,1
5e-15,3.1993e-05,1
1e-15,3.1993e-05,1
5e-16,3.1993e-05,1
1e-16,3.1993e-05,1
0.0001,3.5938e-05,2
5e-05,3.5938e-05,2
1e-05,3.5938e-05,2
5e-06,3.5938e-05,2
1e-06,3.5938e-05,2
5e-07,3.5938e-05,2
1e-07,3.5938e-05,1
5e-08,3.5938e-05,1
1e-08,3.5938e-05,1
5e-09,3.5938e-05,1
1e-09,3.5938e-05,1
5e-10,3.5938e-05,1
1e-10,3.5938e-05,1
5e-11,3.5938e-05,1
1e-11,3.5938e-05,1
5e-12,3.5938e-05,1
1e-12,3.5938e-05,1
5e-13,3.5938e-05,1
1e-13,3.5938e-05,1
5e-14,3.5938e-05,1
1e-14,3.5938e-05,1
5e-15,3.5938e-05,1
1e-15,3.5938e-05,1
5e-16,3.5938e-05,1
1e-16,3.5938e-05,1
0.0001,4.037e-05,2
5e-05,4.037e-05,2
1e-05,4.037e-05,2
5e-06,4.037e-05,2
1e-06,4.037e-05,2
5e-07,4.037e-05,2
1e-07,4.037e-05,1
5e-08,4.037e-05,1
1e-08,4.037e-05,1
5e-09,4.037e-05,1
1e-09,4.037e-05,1
5e-10,4.037e-05,1
1e-10,4.037e-05,1
5e-11,4.037e-05,1
1e-11,4.037e-05,1
5e-12,4.037e-05,1
1e-12,4.037e-05,1
5e-13,4.037e-05,1
1e-13,4.037e-05,1
5e-14,4.037e-05,1
1e-14,4.037e-05,1
5e-15,4.037e-05,1
1e-15,4.037e-05,1
5e-16,4.037e-05,1
1e-16,4.037e-05,1
0.0001,4.5349e-05,2
5e-05,4.5349e-05,2
1e-05,4.5349e-05,2
5e-06,4.5349e-05,2
1e-06,4.5349e-05,2
5e-07,4.5349e-05,2
1e-07,4.5349e-05,1
5e-08,4.5349e-05,1
1e-08,4.5349e-05,1
5e-09,4.5349e-05,1
1e-09,4.5349e-05,1
5e-10,4.5349e-05,1
1e-10,4.5349e-05,1
5e-11,4.5349e-05,1
1e-11,4.5349e-05,1
5e-12,4.5349e-05,1
1e-12,4.5349e-05,1
5e-13,4.5349e-05,1
1e-13,4.5349e-05,1
5e-14,4.5349e-05,1
1e-14,4.5349e-05,1
5e-15,4.5349e-05,1
1e-15,4.5349e-05,1
5e-16,4.5349e-05,1
1e-16,4.5349e-05,1
0.0001,5.0941e-05,2
5e-05,5.0941e-05,2
1e-05,5.0941e-05,2
5e-06,5.0941e-05,2
1e-06,5.0941e-05,2
5e-07,5.0941e-05,2
1e-07,5.0941e-05,1
5e-08,5.0941e-05,1
1e-08,5.0941e-05,1
5e-09,5.0941e-05,1
1e-09,5.0941e-05,1
5e-10,5.0941e-05,1
1e-10,5.0941e-05,1
5e-11,5.0941e-05,1
1e-11,5.0941e-05,1
5e-12,5.0941e-05,1
1e-12,5.0941e-05,1
5e-13,5.0941e-05,1
1e-13,5.0941e-05,1
5e-14,5.0941e-05,1
1e-14,5.0941e-05,1
5e-15,5.0941e-05,1
1e-15,5.0941e-05,1
5e-16,5.0941e-05,1
1e-16,5.0941e-05,1
0.0001,5.7224e-05,2
5e-05,5.7224e-05,2
1e-05,5.7224e-05,2
5e-06,5.7224e-05,2
1e-06,5.7224e-05,2
5e-07,5.7224e-05,2
